Comunidad autónoma de residencia;Nivel de ingresos del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
14 Murcia, Región de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2009;17.294,28
14 Murcia, Región de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2008;18.238,26
14 Murcia, Región de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2007;20.512,19
14 Murcia, Región de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2006;18.667,59
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2020;101,1
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2019;99,64
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2018;113,11
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2017;111,44
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2016;115,03
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2015;115,49
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2014;114,39
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2013;112,39
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2012;115,17
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2011;110,91
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2010;114,41
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2009;112,12
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2008;108,05
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2007;114,48
14 Murcia, Región de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2006;112,47
14 Murcia, Región de;3.000 euros o más;Gasto total;2020;4.869.108,87
14 Murcia, Región de;3.000 euros o más;Gasto total;2019;4.759.339,28
14 Murcia, Región de;3.000 euros o más;Gasto total;2018;4.221.479,36
14 Murcia, Región de;3.000 euros o más;Gasto total;2017;4.342.863,99
14 Murcia, Región de;3.000 euros o más;Gasto total;2016;3.212.886,36
14 Murcia, Región de;3.000 euros o más;Gasto total;2015;3.034.333,72
14 Murcia, Región de;3.000 euros o más;Gasto total;2014;2.514.504,63
14 Murcia, Región de;3.000 euros o más;Gasto total;2013;2.497.319,3
14 Murcia, Región de;3.000 euros o más;Gasto total;2012;2.981.971,61
14 Murcia, Región de;3.000 euros o más;Gasto total;2011;2.681.741,8
14 Murcia, Región de;3.000 euros o más;Gasto total;2010;2.799.794,68
14 Murcia, Región de;3.000 euros o más;Gasto total;2009;2.661.622,92
14 Murcia, Región de;3.000 euros o más;Gasto total;2008;3.816.476,72
14 Murcia, Región de;3.000 euros o más;Gasto total;2007;3.983.814,26
14 Murcia, Región de;3.000 euros o más;Gasto total;2006;2.055.325,66
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2020;35,57
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2019;29,24
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2018;26,21
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2017;27,18
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2016;21,83
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2015;21,87
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2014;18,56
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2013;18,48
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2012;21,13
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2011;19,34
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2010;20,74
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2009;19,6
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2008;26,01
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2007;25,92
14 Murcia, Región de;3.000 euros o más;Distribución porcentual;2006;15,25
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2020;38.553,03
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2019;49.168,64
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2018;47.871,91
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2017;49.870,57
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2016;45.720,17
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2015;44.684,89
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2014;45.783,55
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2013;50.814,54
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2012;50.357,72
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2011;49.334,61
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2010;50.283,28
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2009;47.004,87
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2008;53.520,58
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2007;56.106,02
14 Murcia, Región de;3.000 euros o más;Gasto medio por hogar;2006;53.198,44
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2020;11.135,11
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2019;15.076,3
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2018;13.072,06
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2017;14.362,03
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2016;13.369,33
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2015;13.818,24
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2014;13.109,54
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2013;14.623,08
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2012;14.383,23
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2011;14.429,59
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2010;13.263,56
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2009;12.311,33
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2008;13.814,2
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2007;13.798,49
14 Murcia, Región de;3.000 euros o más;Gasto medio por persona;2006;14.022,38
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2020;18.171,6
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2019;24.238,93
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2018;21.716,63
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2017;23.361,61
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2016;21.691,62
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2015;22.259,46
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2014;21.452,71
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2013;23.727,5
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2012;23.202,43
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2011;23.340,07
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2010;22.051,13
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2009;20.281,51
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2008;22.939,63
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2007;23.219,34
14 Murcia, Región de;3.000 euros o más;Gasto medio por unidad de consumo;2006;23.193,48
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2020;120,41
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2019;137,87
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2018;118,75
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2017;131,23
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2016;130,75
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2015;142,5
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2014;137,86
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2013;153,83
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2012;146,11
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2011;149,73
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2010;141,25
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2009;129,41
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2008;133,2
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2007;125,36
14 Murcia, Región de;3.000 euros o más;Índice sobre la media del gmp;2006;141,4
15 Navarra, Comunidad Foral de;Total;Gasto total;2020;8.103.426,45
15 Navarra, Comunidad Foral de;Total;Gasto total;2019;8.773.623,56
15 Navarra, Comunidad Foral de;Total;Gasto total;2018;8.931.055,39
15 Navarra, Comunidad Foral de;Total;Gasto total;2017;8.372.131,81
15 Navarra, Comunidad Foral de;Total;Gasto total;2016;8.190.874,35
15 Navarra, Comunidad Foral de;Total;Gasto total;2015;7.910.727,64
15 Navarra, Comunidad Foral de;Total;Gasto total;2014;7.765.640,53
15 Navarra, Comunidad Foral de;Total;Gasto total;2013;7.538.075,18
15 Navarra, Comunidad Foral de;Total;Gasto total;2012;7.803.872,02
15 Navarra, Comunidad Foral de;Total;Gasto total;2011;8.079.097,78
15 Navarra, Comunidad Foral de;Total;Gasto total;2010;8.279.270,57
15 Navarra, Comunidad Foral de;Total;Gasto total;2009;8.192.695,73
15 Navarra, Comunidad Foral de;Total;Gasto total;2008;8.332.400,85
15 Navarra, Comunidad Foral de;Total;Gasto total;2007;7.929.067,23
15 Navarra, Comunidad Foral de;Total;Gasto total;2006;7.317.678,43
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2020;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2019;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2018;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2017;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2016;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2015;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2014;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2013;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2012;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2011;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2010;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2009;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2008;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2007;100
15 Navarra, Comunidad Foral de;Total;Distribución porcentual;2006;100
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2020;31.731,84
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2019;33.929,67
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2018;34.615,63
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2017;33.045,85
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2016;32.339,16
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2015;31.477,11
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2014;31.375,58
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2013;31.037,23
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2012;32.015,05
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2011;33.191,98
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2010;34.560,59
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2009;34.989,25
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2008;36.448,86
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2007;35.730,34
15 Navarra, Comunidad Foral de;Total;Gasto medio por hogar;2006;34.300,92
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2020;12.773,96
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2019;13.642,01
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2018;14.009,23
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2017;13.406,85
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2016;13.082
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2015;12.725,55
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2014;12.584,78
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2013;12.293,16
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2012;12.535,29
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2011;12.881,18
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2010;13.283,86
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2009;13.228,5
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2008;13.611,45
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2007;13.211,72
15 Navarra, Comunidad Foral de;Total;Gasto medio por persona;2006;12.559,35
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2020;18.937,98
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2019;20.265,87
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2018;20.780,35
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2017;19.855,79
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2016;19.404,25
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2015;18.892,98
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2014;18.740,14
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2013;18.369,17
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2012;18.783,42
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2011;19.340,14
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2010;19.983,19
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2009;20.009
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2008;20.644,77
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2007;20.059,29
15 Navarra, Comunidad Foral de;Total;Gasto medio por unidad de consumo;2006;19.110,85
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2020;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2019;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2018;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2017;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2016;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2015;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2014;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2013;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2012;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2011;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2010;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2009;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2008;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2007;100
15 Navarra, Comunidad Foral de;Total;Índice sobre la media del gmp;2006;100
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2020;478.652,17
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2019;482.066,11
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2018;659.576,71
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2017;645.672,57
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2016;820.025,39
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2015;772.428,57
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2014;743.326,58
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2013;565.044,7
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2012;715.700,57
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2011;715.101,5
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2010;558.161,67
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2009;659.023,28
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2008;635.162,23
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2007;690.931,32
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto total;2006;577.001,18
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2020;5,91
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2019;5,49
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2018;7,39
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2017;7,71
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2016;10,01
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2015;9,76
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2014;9,57
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2013;7,5
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2012;9,17
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2011;8,85
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2010;6,74
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2009;8,04
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2008;7,62
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2007;8,71
15 Navarra, Comunidad Foral de;Hasta 999 euros;Distribución porcentual;2006;7,89
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2020;14.999,65
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2019;16.001,67
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2018;15.983,69
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2017;17.266,18
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2016;18.090,87
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2015;16.048,93
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2014;16.146,33
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2013;15.487,28
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2012;16.732,46
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2011;17.489,56
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2010;17.563,33
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2009;18.143,28
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2008;19.008,44
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2007;17.940,54
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por hogar;2006;16.069,73
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2020;9.504,93
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2019;8.807,61
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2018;9.212,36
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2017;10.424,4
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2016;10.116,31
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2015;8.508,12
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2014;9.239,6
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2013;8.648,61
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2012;9.930,92
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2011;10.547,96
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2010;10.434,28
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2009;11.054,21
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2008;11.939,98
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2007;11.972,21
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por persona;2006;10.276,47
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2020;11.930,23
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2019;11.865,27
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2018;12.093,37
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2017;13.404,57
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2016;13.512,02
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2015;11.737,4
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2014;12.122,49
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2013;11.537,29
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2012;12.778,48
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2011;13.517,83
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2010;13.416,16
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2009;14.077,17
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2008;15.040,42
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2007;14.503,78
15 Navarra, Comunidad Foral de;Hasta 999 euros;Gasto medio por unidad de consumo;2006;12.692,18
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2020;74,41
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2019;64,56
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2018;65,76
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2017;77,75
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2016;77,33
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2015;66,86
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2014;73,42
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2013;70,35
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2012;79,22
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2011;81,89
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2010;78,55
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2009;83,56
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2008;87,72
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2007;90,62
15 Navarra, Comunidad Foral de;Hasta 999 euros;Índice sobre la media del gmp;2006;81,82
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2020;2.165.740,82
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2019;2.021.060,75
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2018;2.276.973,8
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2017;2.697.454,25
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2016;2.309.525,92
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2015;2.283.163,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2014;2.245.059,73
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2013;2.384.632,48
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2012;2.099.861,59
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2011;2.383.108,17
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2010;2.306.064,9
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2009;2.094.388,61
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2008;2.183.460,99
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2007;2.180.250,84
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto total;2006;2.242.301,21
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2020;26,73
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2019;23,04
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2018;25,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2017;32,22
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2016;28,2
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2015;28,86
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2014;28,91
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2013;31,63
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2012;26,91
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2011;29,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2010;27,85
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2009;25,56
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2008;26,2
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2007;27,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Distribución porcentual;2006;30,64
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2020;25.007,51
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2019;25.561,52
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2018;26.383,27
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2017;26.870,11
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2016;27.062,62
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2015;25.204,89
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2014;25.449,05
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2013;26.530,5
